"HtmlFile","RelativeHtmlFile","LineNumber","LineText"
"D:\github\ron-english-toys\items\elefanka-on-her-high-horse-drawing-850.html","items\elefanka-on-her-high-horse-drawing-850.html","28","<img src=""../images/Vinyl-Toys/Elefanka%20on%20Her%20High%20Horse%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20850.jpeg"" alt=""Elefanka on Her High Horse (Drawing)"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\elefanka-on-her-high-horse-drawing-850.html","items\elefanka-on-her-high-horse-drawing-850.html","47","<li><strong>Trampt item #:</strong> 850</li>"
"D:\github\ron-english-toys\items\elefanka-on-her-high-horse-drawing-850.html","items\elefanka-on-her-high-horse-drawing-850.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\elefanka-on-her-high-horse-drawing-850.html","items\elefanka-on-her-high-horse-drawing-850.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/elefanka-on-her-high-horse-drawing-ron-english-mixed-media-qZx-u5Mho5KpMk"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\eminem-grin-753.html","items\eminem-grin-753.html","27","<a href=""../images/Vinyl-Toys/Eminem%20Grin%20-%20Original%20Art%20-%20Trampt%20item%20753.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\eminem-grin-753.html","items\eminem-grin-753.html","28","<img src=""../images/Vinyl-Toys/Eminem%20Grin%20-%20Original%20Art%20-%20Trampt%20item%20753.jpeg"" alt=""Eminem Grin"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\eminem-grin-753.html","items\eminem-grin-753.html","42","<li><strong>Trampt item #:</strong> 753</li>"
"D:\github\ron-english-toys\items\eminem-grin-753.html","items\eminem-grin-753.html","45","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\eminem-grin-753.html","items\eminem-grin-753.html","47","<p class=""back-link""><a href=""https://www.trampt.com/item/eminem-grin-ron-english-oil-acrylic--4rvPpLpvT8GT5"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\european-camo-doe-197.html","items\european-camo-doe-197.html","427","src=""../images/Vinyl-Toys/EUROPEAN CAMO DOE - Original Art - Trampt item 197.jpg"""
"D:\github\ron-english-toys\items\european-camo-doe-197.html","items\european-camo-doe-197.html","434","<ul class=""work-meta"" data-work-id=""Trampt item 197"">"
"D:\github\ron-english-toys\items\european-camo-stag-517.html","items\european-camo-stag-517.html","427","src=""../images/Vinyl-Toys/EUROPEAN CAMO STAG - Original Art - Trampt item 517.jpg"""
"D:\github\ron-english-toys\items\european-camo-stag-517.html","items\european-camo-stag-517.html","434","<ul class=""work-meta"" data-work-id=""Trampt item 517"">"
"D:\github\ron-english-toys\items\eyeball-dna-dock-drawing-468.html","items\eyeball-dna-dock-drawing-468.html","27","<a href=""../images/Vinyl-Toys/Eyeball%20DNA%20Dock%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20468.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\eyeball-dna-dock-drawing-468.html","items\eyeball-dna-dock-drawing-468.html","28","<img src=""../images/Vinyl-Toys/Eyeball%20DNA%20Dock%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20468.jpeg"" alt=""Eyeball DNA Dock (Drawing)"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\eyeball-dna-dock-drawing-468.html","items\eyeball-dna-dock-drawing-468.html","47","<li><strong>Trampt item #:</strong> 468</li>"
"D:\github\ron-english-toys\items\eyeball-dna-dock-drawing-468.html","items\eyeball-dna-dock-drawing-468.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\eyeball-dna-dock-drawing-468.html","items\eyeball-dna-dock-drawing-468.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/eyeball-dna-dock-drawing-ron-english-mixed-media-Y_MSG6Ta1YGje7"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\eye-of-the-electric-illuminati-362.html","items\eye-of-the-electric-illuminati-362.html","44","<li><strong>Trampt item #:</strong> 362</li>"
"D:\github\ron-english-toys\items\eye-of-the-electric-illuminati-362.html","items\eye-of-the-electric-illuminati-362.html","47","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\eye-of-the-electric-illuminati-362.html","items\eye-of-the-electric-illuminati-362.html","49","<p class=""back-link""><a href=""https://www.trampt.com/item/eye-of-the-electric-illuminati-ron-english-giclee-art-print--DxhatGqVrNZL9"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\fairy-snail-drawing-882.html","items\fairy-snail-drawing-882.html","27","<a href=""../images/Vinyl-Toys/Fairy%20Snail%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20882.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\fairy-snail-drawing-882.html","items\fairy-snail-drawing-882.html","28","<img src=""../images/Vinyl-Toys/Fairy%20Snail%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20882.jpeg"" alt=""Fairy Snail (Drawing)"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\fairy-snail-drawing-882.html","items\fairy-snail-drawing-882.html","47","<li><strong>Trampt item #:</strong> 882</li>"
"D:\github\ron-english-toys\items\fairy-snail-drawing-882.html","items\fairy-snail-drawing-882.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\fairy-snail-drawing-882.html","items\fairy-snail-drawing-882.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/fairy-snail-drawing-ron-english-mixed-media-fXGP5CzbvFQoGH"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\fat-bart-167.html","items\fat-bart-167.html","27","<a href=""../images/Vinyl-Toys/Fat%20Bart%20-%20Original%20Art%20-%20Trampt%20item%20167.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\fat-bart-167.html","items\fat-bart-167.html","28","<img src=""../images/Vinyl-Toys/Fat%20Bart%20-%20Original%20Art%20-%20Trampt%20item%20167.jpg"" alt=""Fat Bart"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\fat-bart-167.html","items\fat-bart-167.html","47","<li><strong>Trampt item #:</strong> 167</li>"
"D:\github\ron-english-toys\items\fat-bart-167.html","items\fat-bart-167.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\fat-bart-167.html","items\fat-bart-167.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/fat-bart-ron-english-ink-gAA6ey3ukmi0om"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\fauxy-fox-174.html","items\fauxy-fox-174.html","27","<a href=""../images/Vinyl-Toys/Fauxy%20Fox%20-%20Original%20Art%20-%20Trampt%20item%20174.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\fauxy-fox-174.html","items\fauxy-fox-174.html","28","<img src=""../images/Vinyl-Toys/Fauxy%20Fox%20-%20Original%20Art%20-%20Trampt%20item%20174.jpeg"" alt=""Fauxy Fox"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\fauxy-fox-174.html","items\fauxy-fox-174.html","45","<li><strong>Trampt item #:</strong> 174</li>"
"D:\github\ron-english-toys\items\fauxy-fox-174.html","items\fauxy-fox-174.html","48","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\fauxy-fox-174.html","items\fauxy-fox-174.html","50","<p class=""back-link""><a href=""https://www.trampt.com/item/fauxy-fox-ron-english-paper-drawing-0fbb4hM0X174LS"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\figment-bust-turnaround-sketches-554.html","items\figment-bust-turnaround-sketches-554.html","27","<a href=""../images/Vinyl-Toys/Figment%20Bust%20Turnaround%20Sketches%20-%20Original%20Art%20-%20Trampt%20item%20554.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\figment-bust-turnaround-sketches-554.html","items\figment-bust-turnaround-sketches-554.html","28","<img src=""../images/Vinyl-Toys/Figment%20Bust%20Turnaround%20Sketches%20-%20Original%20Art%20-%20Trampt%20item%20554.jpg"" alt=""Figment Bust Turnaround Sketches"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\figment-bust-turnaround-sketches-554.html","items\figment-bust-turnaround-sketches-554.html","47","<li><strong>Trampt item #:</strong> 554</li>"
"D:\github\ron-english-toys\items\figment-bust-turnaround-sketches-554.html","items\figment-bust-turnaround-sketches-554.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\figment-bust-turnaround-sketches-554.html","items\figment-bust-turnaround-sketches-554.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/figment-bust-turnaround-sketches-ron-english-ink-f38Wnp6geJ8Ja6"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\flintstones-origin-story-593.html","items\flintstones-origin-story-593.html","27","<a href=""../images/Vinyl-Toys/FLINTSTONES%20ORIGIN%20STORY%20-%20Original%20Art%20-%20Trampt%20item%20593.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\flintstones-origin-story-593.html","items\flintstones-origin-story-593.html","28","<img src=""../images/Vinyl-Toys/FLINTSTONES%20ORIGIN%20STORY%20-%20Original%20Art%20-%20Trampt%20item%20593.jpg"" alt=""FLINTSTONES ORIGIN STORY"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\flintstones-origin-story-593.html","items\flintstones-origin-story-593.html","45","<li><strong>Trampt item #:</strong> 593</li>"
"D:\github\ron-english-toys\items\flintstones-origin-story-593.html","items\flintstones-origin-story-593.html","48","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\flintstones-origin-story-593.html","items\flintstones-origin-story-593.html","50","<p class=""back-link""><a href=""https://www.trampt.com/item/flintstones-origin-story-ron-english-oil-0jowl0PBfplaai"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\flower-girl-drawing-639.html","items\flower-girl-drawing-639.html","27","<a href=""../images/Vinyl-Toys/Flower%20Girl%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20639.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\flower-girl-drawing-639.html","items\flower-girl-drawing-639.html","28","<img src=""../images/Vinyl-Toys/Flower%20Girl%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20639.jpeg"" alt=""Flower Girl (Drawing)"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\flower-girl-drawing-639.html","items\flower-girl-drawing-639.html","47","<li><strong>Trampt item #:</strong> 639</li>"
"D:\github\ron-english-toys\items\flower-girl-drawing-639.html","items\flower-girl-drawing-639.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\flower-girl-drawing-639.html","items\flower-girl-drawing-639.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/flower-girl-drawing-ron-english-mixed-media-hNXGxkgJFVWsEM"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\flower-mermaid-drawing-704.html","items\flower-mermaid-drawing-704.html","27","<a href=""../images/Vinyl-Toys/Flower%20Mermaid%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20704.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\flower-mermaid-drawing-704.html","items\flower-mermaid-drawing-704.html","28","<img src=""../images/Vinyl-Toys/Flower%20Mermaid%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20704.jpeg"" alt=""Flower Mermaid (Drawing)"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\flower-mermaid-drawing-704.html","items\flower-mermaid-drawing-704.html","47","<li><strong>Trampt item #:</strong> 704</li>"
"D:\github\ron-english-toys\items\flower-mermaid-drawing-704.html","items\flower-mermaid-drawing-704.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\flower-mermaid-drawing-704.html","items\flower-mermaid-drawing-704.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/flower-mermaid-drawing-ron-english-mixed-media-TGbbMvjuZXsDK0"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\forlorn-unicorn-791.html","items\forlorn-unicorn-791.html","27","<a href=""../images/Vinyl-Toys/Forlorn%20Unicorn%20-%20Original%20Art%20-%20Trampt%20item%20791.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\forlorn-unicorn-791.html","items\forlorn-unicorn-791.html","28","<img src=""../images/Vinyl-Toys/Forlorn%20Unicorn%20-%20Original%20Art%20-%20Trampt%20item%20791.jpeg"" alt=""Forlorn Unicorn"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\forlorn-unicorn-791.html","items\forlorn-unicorn-791.html","45","<li><strong>Trampt item #:</strong> 791</li>"
"D:\github\ron-english-toys\items\forlorn-unicorn-791.html","items\forlorn-unicorn-791.html","48","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\forlorn-unicorn-791.html","items\forlorn-unicorn-791.html","50","<p class=""back-link""><a href=""https://www.trampt.com/item/forlorn-unicorn-ron-english-paper-drawing-TPrv2rH_bQDzh5"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\frankenfat-334.html","items\frankenfat-334.html","47","<li><strong>Trampt item #:</strong> 334</li>"
"D:\github\ron-english-toys\items\frankenfat-334.html","items\frankenfat-334.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\frankenfat-334.html","items\frankenfat-334.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/frankenfat-ron-english-ink-suk6jodtDgRp3I"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\fruit-looped-559.html","items\fruit-looped-559.html","27","<a href=""../images/Vinyl-Toys/Fruit%20Looped%20-%20Original%20Art%20-%20Trampt%20item%20559.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\fruit-looped-559.html","items\fruit-looped-559.html","28","<img src=""../images/Vinyl-Toys/Fruit%20Looped%20-%20Original%20Art%20-%20Trampt%20item%20559.jpg"" alt=""Fruit Looped"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\fruit-looped-559.html","items\fruit-looped-559.html","47","<li><strong>Trampt item #:</strong> 559</li>"
"D:\github\ron-english-toys\items\fruit-looped-559.html","items\fruit-looped-559.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\fruit-looped-559.html","items\fruit-looped-559.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/fruit-looped-ron-english-ink-U0alGyjymsIj5z"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\funko-grin-proto-494.html","items\funko-grin-proto-494.html","168","<a href=""../images/Vinyl-Toys/Funko%20Grin%20Proto%20-%20Custom%20Toy%20-%20Trampt%20item%20494.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\funko-grin-proto-494.html","items\funko-grin-proto-494.html","169","<img src=""../images/Vinyl-Toys/Funko%20Grin%20Proto%20-%20Custom%20Toy%20-%20Trampt%20item%20494.jpeg"" alt=""Funko Grin Proto"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\giraffasaurus-943.html","items\giraffasaurus-943.html","27","<a href=""../images/Vinyl-Toys/GIRAFFASAURUS%20-%20Original%20Art%20-%20Trampt%20item%20943.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\giraffasaurus-943.html","items\giraffasaurus-943.html","28","<img src=""../images/Vinyl-Toys/GIRAFFASAURUS%20-%20Original%20Art%20-%20Trampt%20item%20943.jpg"" alt=""GIRAFFASAURUS"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\giraffasaurus-943.html","items\giraffasaurus-943.html","45","<li><strong>Trampt item #:</strong> 943</li>"
"D:\github\ron-english-toys\items\giraffasaurus-943.html","items\giraffasaurus-943.html","48","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\giraffasaurus-943.html","items\giraffasaurus-943.html","50","<p class=""back-link""><a href=""https://www.trampt.com/item/giraffasaurus-ron-english-oil-KcwfKohcjUrTc4"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\godzilla-portal-269.html","items\godzilla-portal-269.html","27","<a href=""../images/Vinyl-Toys/Godzilla%20Portal%20-%20Original%20Art%20-%20Trampt%20item%20269.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\godzilla-portal-269.html","items\godzilla-portal-269.html","28","<img src=""../images/Vinyl-Toys/Godzilla%20Portal%20-%20Original%20Art%20-%20Trampt%20item%20269.jpg"" alt=""Godzilla Portal"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\godzilla-portal-269.html","items\godzilla-portal-269.html","44","<li><strong>Trampt item #:</strong> 269</li>"
"D:\github\ron-english-toys\items\godzilla-portal-269.html","items\godzilla-portal-269.html","47","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\godzilla-portal-269.html","items\godzilla-portal-269.html","49","<p class=""back-link""><a href=""https://www.trampt.com/item/godzilla-portal-ron-english-oil-rGzlj8AXjcicvi"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\golden-little-bigfoot-263.html","items\golden-little-bigfoot-263.html","168","<a href=""../images/Vinyl-Toys/Golden Little Bigfoot - Custom Toy - Trampt item 263.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\golden-little-bigfoot-263.html","items\golden-little-bigfoot-263.html","169","<img src=""../images/Vinyl-Toys/Golden Little Bigfoot - Custom Toy - Trampt item 263.jpg"" alt=""Golden Little Bigfoot"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\grade-school-guernica-673.html","items\grade-school-guernica-673.html","43","<li><strong>Trampt item #:</strong> 673</li>"
"D:\github\ron-english-toys\items\grade-school-guernica-673.html","items\grade-school-guernica-673.html","46","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\grade-school-guernica-673.html","items\grade-school-guernica-673.html","48","<p class=""back-link""><a href=""https://www.trampt.com/item/grade-school-guernica-ron-english-giclee-art-print-DMhixdu7OAzzGY"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\graff-mousemask-drawing-270.html","items\graff-mousemask-drawing-270.html","27","<a href=""../images/Vinyl-Toys/Graff%20Mousemask%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20270.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\graff-mousemask-drawing-270.html","items\graff-mousemask-drawing-270.html","28","<img src=""../images/Vinyl-Toys/Graff%20Mousemask%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20270.jpeg"" alt=""Graff Mousemask (Drawing)"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\graff-mousemask-drawing-270.html","items\graff-mousemask-drawing-270.html","47","<li><strong>Trampt item #:</strong> 270</li>"
"D:\github\ron-english-toys\items\graff-mousemask-drawing-270.html","items\graff-mousemask-drawing-270.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\graff-mousemask-drawing-270.html","items\graff-mousemask-drawing-270.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/graff-mousemask-drawing-ron-english-mixed-media-U3fhd7QKVr3gSo"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\graveyard-guernica-sketches-840.html","items\graveyard-guernica-sketches-840.html","27","<a href=""../images/Vinyl-Toys/Graveyard%20Guernica%20Sketches%20-%20Original%20Art%20-%20Trampt%20item%20840.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\graveyard-guernica-sketches-840.html","items\graveyard-guernica-sketches-840.html","28","<img src=""../images/Vinyl-Toys/Graveyard%20Guernica%20Sketches%20-%20Original%20Art%20-%20Trampt%20item%20840.jpg"" alt=""Graveyard Guernica Sketches"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\graveyard-guernica-sketches-840.html","items\graveyard-guernica-sketches-840.html","47","<li><strong>Trampt item #:</strong> 840</li>"
"D:\github\ron-english-toys\items\graveyard-guernica-sketches-840.html","items\graveyard-guernica-sketches-840.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\graveyard-guernica-sketches-840.html","items\graveyard-guernica-sketches-840.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/graveyard-guernica-sketches-ron-english-ink-h_J3mEzrChunSY"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\green-little-bigfoot-213.html","items\green-little-bigfoot-213.html","168","<a href=""../images/Vinyl-Toys/Green LITTLE BIGFOOT - Custom Toy - Trampt item 213.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\green-little-bigfoot-213.html","items\green-little-bigfoot-213.html","169","<img src=""../images/Vinyl-Toys/Green LITTLE BIGFOOT - Custom Toy - Trampt item 213.jpg"" alt=""Little Bigfoot - Green"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\gridiron-drawing-290.html","items\gridiron-drawing-290.html","27","<a href=""../images/Vinyl-Toys/Gridiron%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20290.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\gridiron-drawing-290.html","items\gridiron-drawing-290.html","28","<img src=""../images/Vinyl-Toys/Gridiron%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20290.jpeg"" alt=""Gridiron (Drawing)"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\gridiron-drawing-290.html","items\gridiron-drawing-290.html","47","<li><strong>Trampt item #:</strong> 290</li>"
"D:\github\ron-english-toys\items\gridiron-drawing-290.html","items\gridiron-drawing-290.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\gridiron-drawing-290.html","items\gridiron-drawing-290.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/gridiron-drawing-ron-english-mixed-media-tZ661fUKaguoLy"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\grin-david-drawing-844.html","items\grin-david-drawing-844.html","27","<a href=""../images/Vinyl-Toys/Grin%20David%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20844.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\grin-david-drawing-844.html","items\grin-david-drawing-844.html","28","<img src=""../images/Vinyl-Toys/Grin%20David%20(Drawing)%20-%20Original%20Art%20-%20Trampt%20item%20844.jpeg"" alt=""Grin David (Drawing)"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\grin-david-drawing-844.html","items\grin-david-drawing-844.html","47","<li><strong>Trampt item #:</strong> 844</li>"
"D:\github\ron-english-toys\items\grin-david-drawing-844.html","items\grin-david-drawing-844.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\grin-david-drawing-844.html","items\grin-david-drawing-844.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/grin-david-drawing-ron-english-mixed-media-RBUjZ_U0m7u_Nh"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\grin-god-989.html","items\grin-god-989.html","27","<a href=""../images/Vinyl-Toys/GRIN%20GOD%20-%20Original%20Art%20-%20Trampt%20item%20989.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\grin-god-989.html","items\grin-god-989.html","28","<img src=""../images/Vinyl-Toys/GRIN%20GOD%20-%20Original%20Art%20-%20Trampt%20item%20989.jpg"" alt=""GRIN GOD"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\grin-god-989.html","items\grin-god-989.html","45","<li><strong>Trampt item #:</strong> 989</li>"
"D:\github\ron-english-toys\items\grin-god-989.html","items\grin-god-989.html","48","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\grin-god-989.html","items\grin-god-989.html","50","<p class=""back-link""><a href=""https://www.trampt.com/item/grin-god-ron-english-oil-rQ0tTZPQS6hi-L"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\grin-peko-girl-325.html","items\grin-peko-girl-325.html","42","<li><strong>Trampt item #:</strong> 325</li>"
